Longitude,Latitude,Field,Dataset,Product,Obj. Id,Swth Wdth(ft),Distance(ft),Duration(s),Track(deg),Elevation(ft),Area Count,Time,Y Offset(ft),Pass Num,Moisture(%),Crop Flw(M)(lb/s),Speed(mph),Crop Flw(V)(bu/h),Yld Mass(Wet)(lb/ac),Yld Mass(Dry)(lb/ac),Yld Vol(Wet)(bu/ac),Yld Vol(Dry)(bu/ac),Prod(ac/h),Date
-93.53637910,44.07734420,127-134| 227-234,harvest_1_Corn_2022_10_15_001,CORN,215,14.99,5.512,1.000,273.00,1147.3,On,10/15/2022,0.00,1,18.13,28.28,3.842,1817.7,14904,14441,266.15,257.88,6.830,10/15/2022
-93.53640010,44.07734460,127-134| 227-234,harvest_1_Corn_2022_10_15_001,CORN,216,14.99,5.512,1.000,272.00,1147.3,On,10/15/2022,0.00,1,18.15,27.90,3.842,1793.6,14706,14244,262.61,254.36,6.830,10/15/2022
-93.53642120,44.07734470,127-134| 227-234,harvest_1_Corn_2022_10_15_001,CORN,217,14.99,5.512,1.000,271.00,1147.3,On,10/15/2022,0.00,1,18.22,27.77,3.872,1785.5,14640,14169,261.43,253.01,6.830,10/15/2022
-93.53644250,44.07734500,127-134| 227-234,harvest_1_Corn_2022_10_15_001,CORN,218,14.99,5.610,1.000,272.00,1147.0,On,10/15/2022,0.00,1,18.29,27.69,3.796,1780.1,14340,13866,256.07,247.61,6.952,10/15/2022
-93.53646370,44.07734520,127-134| 227-234,harvest_1_Corn_2022_10_15_001,CORN,219,14.99,5.577,1.000,272.00,1147.0,On,10/15/2022,0.00,1,18.33,27.66,3.566,1778.1,14408,13925,257.28,248.65,6.911,10/15/2022
-93.53648510,44.07734530,127-134| 227-234,harvest_1_Corn_2022_10_15_001,CORN,220,14.99,5.610,1.000,270.00,1146.8,On,10/15/2022,0.00,1,18.34,27.57,2.588,1772.1,14275,13795,254.91,246.34,6.952,10/15/2022
-93.53650640,44.07734550,127-134| 227-234,harvest_1_Corn_2022_10_15_001,CORN,221,14.99,5.577,1.000,271.00,1146.7,On,10/15/2022,0.00,1,18.34,27.24,1.616,1751.2,14190,13713,253.39,244.87,6.911,10/15/2022
-93.53652760,44.07734570,127-134| 227-234,harvest_1_Corn_2022_10_15_001,CORN,222,14.99,5.545,1.000,271.00,1146.7,On,10/15/2022,0.00,1,18.40,26.53,0.652,1705.6,13902,13425,248.24,239.72,6.870,10/15/2022
-93.53654880,44.07734590,127-134| 227-234,harvest_1_Corn_2022_10_15_001,CORN,223,14.99,5.577,1.000,271.00,1146.7,On,10/15/2022,0.00,1,18.50,25.62,1.310,1647.1,13346,12873,238.33,229.87,6.911,10/15/2022
-93.53657000,44.07734600,127-134| 227-234,harvest_1_Corn_2022_10_15_001,CORN,224,14.99,5.577,1.000,271.00,1146.3,On,10/15/2022,0.00,1,18.57,24.67,2.048,1586.0,12851,12384,229.48,221.14,6.911,10/15/2022
-93.53659130,44.07734580,127-134| 227-234,harvest_1_Corn_2022_10_15_001,CORN,225,14.99,5.577,1.000,270.00,1146.3,On,10/15/2022,0.00,1,18.66,23.48,2.272,1509.4,12231,11773,218.40,210.24,6.911,10/15/2022
-93.53661240,44.07734620,127-134| 227-234,harvest_1_Corn_2022_10_15_001,CORN,226,14.99,5.545,1.000,272.00,1146.3,On,10/15/2022,0.00,1,18.72,21.39,2.474,1375.1,11208,10781,200.14,192.51,6.870,10/15/2022
-93.53663370,44.07734620,127-134| 227-234,harvest_1_Corn_2022_10_15_001,CORN,227,14.99,5.610,1.000,271.00,1146.1,On,10/15/2022,0.00,1,18.74,17.95,2.450,1154.1,9296.5,8939.8,166.01,159.64,6.952,10/15/2022
-93.53665510,44.07734660,127-134| 227-234,harvest_1_Corn_2022_10_15_001,CORN,228,8.990,5.643,1.000,272.00,1146.0,On,10/15/2022,0.00,1,18.67,13.48,2.460,866.55,11575,11140,206.70,198.93,4.192,10/15/2022
-93.53669020,44.07739030,127-134| 227-234,harvest_1_Corn_2022_10_15_001,CORN,229,12.01,3.445,1.000,96.00,1145.3,On,10/15/2022,0.00,2,18.41,12.61,3.804,810.79,13281,12824,237.17,229.00,3.419,10/15/2022
-93.53667490,44.07738970,127-134| 227-234,harvest_1_Corn_2022_10_15_001,CORN,230,14.99,4.035,1.000,95.00,1145.4,On,10/15/2022,0.00,2,18.36,15.92,3.774,1023.7,11465,11077,204.73,197.80,5.000,10/15/2022
-93.53665790,44.07738930,127-134| 227-234,harvest_1_Corn_2022_10_15_001,CORN,231,14.99,4.429,1.000,92.00,1145.7,On,10/15/2022,0.00,2,18.31,18.67,3.762,1200.4,12248,11841,218.72,211.45,5.488,10/15/2022
-93.53663940,44.07738900,127-134| 227-234,harvest_1_Corn_2022_10_15_001,CORN,232,14.99,4.888,1.000,93.00,1145.7,On,10/15/2022,0.00,2,18.24,20.46,3.790,1315.3,12160,11765,217.14,210.08,6.057,10/15/2022
-93.53662000,44.07738890,127-134| 227-234,harvest_1_Corn_2022_10_15_001,CORN,233,14.99,5.085,1.000,93.00,1145.7,On,10/15/2022,0.00,2,18.19,21.41,3.788,1376.4,12232,11843,218.43,211.48,6.301,10/15/2022
-93.53660030,44.07738890,127-134| 227-234,harvest_1_Corn_2022_10_15_001,CORN,234,14.99,5.151,1.000,92.00,1145.7,On,10/15/2022,0.00,2,18.15,22.02,3.792,1415.4,12418,12028,221.75,214.79,6.383,10/15/2022
-93.53658060,44.07738870,127-134| 227-234,harvest_1_Corn_2022_10_15_001,CORN,235,14.99,5.151,1.000,92.00,1146.0,On,10/15/2022,0.00,2,18.15,22.79,3.794,1465.1,12854,12451,229.54,222.34,6.383,10/15/2022
-93.53656070,44.07738840,127-134| 227-234,harvest_1_Corn_2022_10_15_001,CORN,236,14.99,5.217,1.000,92.00,1146.0,On,10/15/2022,0.00,2,18.15,23.85,3.758,1532.9,13280,12864,237.15,229.71,6.464,10/15/2022
-93.53654080,44.07738820,127-134| 227-234,harvest_1_Corn_2022_10_15_001,CORN,237,14.99,5.217,1.000,90.00,1146.0,On,10/15/2022,0.00,2,18.16,24.86,3.772,1598.1,13845,13409,247.23,239.45,6.464,10/15/2022
-93.53652100,44.07738810,127-134| 227-234,harvest_1_Corn_2022_10_15_001,CORN,238,14.99,5.217,1.000,91.00,1146.3,On,10/15/2022,0.00,2,18.16,25.66,3.760,1649.8,14293,13843,255.23,247.20,6.464,10/15/2022
-93.53650000,44.07738780,127-134| 227-234,harvest_1_Corn_2022_10_15_001,CORN,239,14.99,5.512,1.000,91.00,1146.3,On,10/15/2022,0.00,2,18.17,26.19,3.776,1683.4,13803,13367,246.48,238.69,6.830,10/15/2022
-93.53647880,44.07738750,127-134| 227-234,harvest_1_Corn_2022_10_15_001,CORN,240,14.99,5.577,1.000,92.00,1146.3,On,10/15/2022,0.00,2,18.20,26.41,3.754,1697.5,13755,13315,245.62,237.76,6.911,10/15/2022
-93.53645750,44.07738730,127-134| 227-234,harvest_1_Corn_2022_10_15_001,CORN,241,14.99,5.610,1.000,91.00,1146.4,On,10/15/2022,0.00,2,18.22,26.72,3.766,1717.6,13837,13390,247.08,239.12,6.952,10/15/2022
-93.53643600,44.07738700,127-134| 227-234,harvest_1_Corn_2022_10_15_001,CORN,242,14.99,5.610,1.000,91.00,1146.7,On,10/15/2022,0.00,2,18.22,27.36,3.756,1758.6,14167,13711,252.97,244.84,6.952,10/15/2022
-93.53641460,44.07738710,127-134| 227-234,harvest_1_Corn_2022_10_15_001,CORN,243,14.99,5.610,1.000,90.00,1146.7,On,10/15/2022,0.00,2,18.17,27.87,3.758,1791.5,14432,13976,257.71,249.57,6.952,10/15/2022
-93.53639360,44.07738670,127-134| 227-234,harvest_1_Corn_2022_10_15_001,CORN,244,14.99,5.512,1.000,92.00,1146.9,On,10/15/2022,0.00,2,18.12,27.84,3.764,1789.5,14673,14218,262.02,253.89,6.830,10/15/2022
-93.53637230,44.07738620,127-134| 227-234,harvest_1_Corn_2022_10_15_001,CORN,245,14.99,5.577,1.000,92.00,1147.0,On,10/15/2022,0.00,2,18.05,27.83,3.766,1788.8,14495,14057,258.84,251.03,6.911,10/15/2022
-93.53635070,44.07738610,127-134| 227-234,harvest_1_Corn_2022_10_15_001,CORN,246,14.99,5.676,1.000,92.00,1147.0,On,10/15/2022,0.00,2,17.96,28.21,3.746,1813.7,14441,14022,257.88,250.39,7.033,10/15/2022
-93.53632910,44.07738600,127-134| 227-234,harvest_1_Corn_2022_10_15_001,CORN,247,14.99,5.643,1.000,91.00,1147.0,On,10/15/2022,0.00,2,17.91,28.57,3.776,1836.5,14708,14288,262.65,255.14,6.992,10/15/2022
-93.53630780,44.07738590,127-134| 227-234,harvest_1_Corn_2022_10_15_001,CORN,248,14.99,5.577,1.000,90.00,1147.3,On,10/15/2022,0.00,2,18.01,28.43,3.776,1827.8,14811,14371,264.47,256.62,6.911,10/15/2022
-93.53628660,44.07738580,127-134| 227-234,harvest_1_Corn_2022_10_15_001,CORN,249,14.99,5.577,1.000,90.00,1147.3,On,10/15/2022,0.00,2,18.13,27.71,3.766,1781.5,14435,13986,257.77,249.74,6.911,10/15/2022
-93.53626520,44.07738560,127-134| 227-234,harvest_1_Corn_2022_10_15_001,CORN,250,14.99,5.610,1.000,91.00,1147.4,On,10/15/2022,0.00,2,18.23,26.94,3.756,1731.8,13950,13499,249.11,241.06,6.952,10/15/2022
-93.53624390,44.07738540,127-134| 227-234,harvest_1_Corn_2022_10_15_001,CORN,251,14.99,5.610,1.000,92.00,1147.6,On,10/15/2022,0.00,2,18.34,26.68,3.776,1715.0,13815,13351,246.69,238.40,6.952,10/15/2022
-93.53622270,44.07738500,127-134| 227-234,harvest_1_Corn_2022_10_15_001,CORN,252,14.99,5.545,1.000,91.00,1147.6,On,10/15/2022,0.00,2,18.42,27.04,3.762,1738.5,14170,13680,253.04,244.29,6.870,10/15/2022
-93.53620160,44.07738460,127-134| 227-234,harvest_1_Corn_2022_10_15_001,CORN,253,14.99,5.545,1.000,91.00,1147.8,On,10/15/2022,0.00,2,18.46,27.83,3.770,1788.8,14581,14070,260.37,251.24,6.870,10/15/2022
-93.53618030,44.07738430,127-134| 227-234,harvest_1_Corn_2022_10_15_001,CORN,254,14.99,5.577,1.000,92.00,1148.0,On,10/15/2022,0.00,2,18.47,28.77,3.764,1849.3,14985,14458,267.58,258.18,6.911,10/15/2022
-93.53615890,44.07738400,127-134| 227-234,harvest_1_Corn_2022_10_15_001,CORN,255,14.99,5.610,1.000,91.00,1148.0,On,10/15/2022,0.00,2,18.48,29.66,3.784,1906.4,15357,14815,274.23,264.56,6.952,10/15/2022
-93.53613760,44.07738400,127-134| 227-234,harvest_1_Corn_2022_10_15_001,CORN,256,14.99,5.577,1.000,90.00,1148.0,On,10/15/2022,0.00,2,18.51,30.28,3.760,1946.7,15774,15212,281.68,271.64,6.911,10/15/2022
-93.53611640,44.07738400,127-134| 227-234,harvest_1_Corn_2022_10_15_001,CORN,257,14.99,5.577,1.000,90.00,1148.3,On,10/15/2022,0.00,2,18.53,30.54,3.786,1963.5,15910,15340,284.11,273.93,6.911,10/15/2022
-93.53609530,44.07738380,127-134| 227-234,harvest_1_Corn_2022_10_15_001,CORN,258,14.99,5.512,1.000,91.00,1148.3,On,10/15/2022,0.00,2,18.57,30.38,3.774,1952.8,16011,15429,285.92,275.52,6.830,10/15/2022
-93.53607410,44.07738340,127-134| 227-234,harvest_1_Corn_2022_10_15_001,CORN,259,14.99,5.577,1.000,91.00,1148.6,On,10/15/2022,0.00,2,18.66,30.00,3.780,1928.6,15627,15042,279.05,268.60,6.911,10/15/2022
-93.53605300,44.07738310,127-134| 227-234,harvest_1_Corn_2022_10_15_001,CORN,260,14.99,5.545,1.000,92.00,1148.6,On,10/15/2022,0.00,2,18.72,29.73,3.780,1911.1,15577,14984,278.16,267.57,6.870,10/15/2022
-93.53603180,44.07738270,127-134| 227-234,harvest_1_Corn_2022_10_15_001,CORN,261,14.99,5.577,1.000,91.00,1148.8,On,10/15/2022,0.00,2,18.73,29.60,3.782,1903.0,15420,14831,275.36,264.85,6.911,10/15/2022
-93.53601060,44.07738250,127-134| 227-234,harvest_1_Corn_2022_10_15_001,CORN,262,14.99,5.577,1.000,92.00,1149.0,On,10/15/2022,0.00,2,18.70,29.52,3.766,1897.7,15377,14794,274.58,264.17,6.911,10/15/2022
-93.53598930,44.07738240,127-134| 227-234,harvest_1_Corn_2022_10_15_001,CORN,263,14.99,5.577,1.000,90.00,1149.0,On,10/15/2022,0.00,2,18.67,29.59,3.764,1902.4,15415,14837,275.26,264.95,6.911,10/15/2022
-93.53596800,44.07738230,127-134| 227-234,harvest_1_Corn_2022_10_15_001,CORN,264,14.99,5.577,1.000,91.00,1149.0,On,10/15/2022,0.00,2,18.53,29.68,3.776,1907.7,15458,14904,276.04,266.14,6.911,10/15/2022
-93.53594680,44.07738220,127-134| 227-234,harvest_1_Corn_2022_10_15_001,CORN,265,14.99,5.577,1.000,90.00,1149.2,On,10/15/2022,0.00,2,18.42,29.62,3.774,1904.4,15431,14898,275.55,266.03,6.911,10/15/2022
-93.53592570,44.07738200,127-134| 227-234,harvest_1_Corn_2022_10_15_001,CORN,266,14.99,5.545,1.000,91.00,1149.3,On,10/15/2022,0.00,2,18.34,29.54,3.774,1899.0,15479,14959,276.40,267.13,6.870,10/15/2022
-93.53590450,44.07738180,127-134| 227-234,harvest_1_Corn_2022_10_15_001,CORN,267,14.99,5.577,1.000,91.00,1149.3,On,10/15/2022,0.00,2,18.28,29.49,3.776,1895.7,15360,14855,274.29,265.27,6.911,10/15/2022
-93.53588340,44.07738160,127-134| 227-234,harvest_1_Corn_2022_10_15_001,CORN,268,14.99,5.545,1.000,91.00,1149.6,On,10/15/2022,0.00,2,18.23,29.40,3.780,1890.3,15407,14910,275.13,266.25,6.870,10/15/2022
-93.53586230,44.07738130,127-134| 227-234,harvest_1_Corn_2022_10_15_001,CORN,269,14.99,5.545,1.000,92.00,1149.6,On,10/15/2022,0.00,2,18.14,29.17,3.820,1875.5,15287,14809,272.98,264.45,6.870,10/15/2022
-93.53584100,44.07738120,127-134| 227-234,harvest_1_Corn_2022_10_15_001,CORN,270,14.99,5.577,1.000,91.00,1149.8,On,10/15/2022,0.00,2,18.05,28.65,3.790,1841.9,14925,14474,266.52,258.47,6.911,10/15/2022
-93.53581970,44.07738090,127-134| 227-234,harvest_1_Corn_2022_10_15_001,CORN,271,14.99,5.610,1.000,91.00,1149.9,On,10/15/2022,0.00,2,18.00,28.16,3.794,1810.3,14583,14152,260.42,252.72,6.952,10/15/2022
-93.53579870,44.07738070,127-134| 227-234,harvest_1_Corn_2022_10_15_001,CORN,272,14.99,5.512,1.000,90.00,1150.0,On,10/15/2022,0.00,2,17.93,27.93,3.788,1795.6,14723,14299,262.90,255.34,6.830,10/15/2022
-93.53577760,44.07738020,127-134| 227-234,harvest_1_Corn_2022_10_15_001,CORN,273,14.99,5.545,1.000,92.00,1150.3,On,10/15/2022,0.00,2,17.88,27.69,3.780,1780.1,14509,14101,259.10,251.80,6.870,10/15/2022
-93.53575620,44.07737990,127-134| 227-234,harvest_1_Corn_2022_10_15_001,CORN,274,14.99,5.610,1.000,92.00,1150.3,On,10/15/2022,0.00,2,17.82,27.44,3.790,1764.0,14210,13820,253.75,246.78,6.952,10/15/2022
-93.53573490,44.07737970,127-134| 227-234,harvest_1_Corn_2022_10_15_001,CORN,275,14.99,5.577,1.000,91.00,1150.3,On,10/15/2022,0.00,2,17.76,27.43,3.784,1763.3,14288,13906,255.14,248.32,6.911,10/15/2022
-93.53571390,44.07737960,127-134| 227-234,harvest_1_Corn_2022_10_15_001,CORN,276,14.99,5.512,1.000,91.00,1150.5,On,10/15/2022,0.00,2,17.72,27.67,3.770,1778.8,14585,14202,260.44,253.61,6.830,10/15/2022
-93.53569250,44.07737940,127-134| 227-234,harvest_1_Corn_2022_10_15_001,CORN,277,14.99,5.610,1.000,91.00,1150.6,On,10/15/2022,0.00,2,17.77,27.81,3.800,1787.5,14399,14012,257.13,250.22,6.952,10/15/2022
-93.53567130,44.07737910,127-134| 227-234,harvest_1_Corn_2022_10_15_001,CORN,278,14.99,5.545,1.000,92.00,1150.6,On,10/15/2022,0.00,2,17.84,27.71,3.788,1781.5,14520,14118,259.29,252.11,6.870,10/15/2022
-93.53565030,44.07737880,127-134| 227-234,harvest_1_Corn_2022_10_15_001,CORN,279,14.99,5.512,1.000,91.00,1150.9,On,10/15/2022,0.00,2,17.93,27.51,3.786,1768.7,14502,14085,258.97,251.53,6.830,10/15/2022
-93.53562900,44.07737860,127-134| 227-234,harvest_1_Corn_2022_10_15_001,CORN,280,14.99,5.577,1.000,91.00,1150.9,On,10/15/2022,0.00,2,18.10,27.22,3.802,1749.9,14179,13743,253.20,245.41,6.911,10/15/2022
-93.53560780,44.07737840,127-134| 227-234,harvest_1_Corn_2022_10_15_001,CORN,281,14.99,5.577,1.000,91.00,1150.9,On,10/15/2022,0.00,2,18.23,26.91,3.802,1729.7,14016,13563,250.28,242.20,6.911,10/15/2022
-93.53558670,44.07737840,127-134| 227-234,harvest_1_Corn_2022_10_15_001,CORN,282,14.99,5.545,1.000,90.00,1151.2,On,10/15/2022,0.00,2,18.30,26.75,3.800,1719.7,14017,13552,250.30,242.00,6.870,10/15/2022
-93.53556530,44.07737840,127-134| 227-234,harvest_1_Corn_2022_10_15_001,CORN,283,14.99,5.610,1.000,90.00,1151.2,On,10/15/2022,0.00,2,18.35,26.79,3.810,1722.3,13874,13406,247.76,239.40,6.952,10/15/2022
-93.53554390,44.07737840,127-134| 227-234,harvest_1_Corn_2022_10_15_001,CORN,284,14.99,5.610,1.000,90.00,1151.2,On,10/15/2022,0.00,2,18.39,27.28,3.800,1753.9,14129,13646,252.30,243.68,6.952,10/15/2022
-93.53552250,44.07737850,127-134| 227-234,harvest_1_Corn_2022_10_15_001,CORN,285,14.99,5.643,1.000,90.00,1151.4,On,10/15/2022,0.00,2,18.48,28.11,3.830,1807.0,14472,13961,258.42,249.31,6.992,10/15/2022
-93.53550110,44.07737830,127-134| 227-234,harvest_1_Corn_2022_10_15_001,CORN,286,14.99,5.610,1.000,91.00,1151.6,On,10/15/2022,0.00,2,18.57,28.79,3.804,1850.6,14908,14367,266.21,256.55,6.952,10/15/2022
-93.53547980,44.07737800,127-134| 227-234,harvest_1_Corn_2022_10_15_001,CORN,287,14.99,5.610,1.000,92.00,1151.6,On,10/15/2022,0.00,2,18.66,28.83,3.802,1853.3,14930,14372,266.60,256.64,6.952,10/15/2022
-93.53545840,44.07737790,127-134| 227-234,harvest_1_Corn_2022_10_15_001,CORN,288,14.99,5.610,1.000,91.00,1151.6,On,10/15/2022,0.00,2,18.78,28.59,3.810,1837.9,14805,14230,264.38,254.11,6.952,10/15/2022
-93.53543700,44.07737770,127-134| 227-234,harvest_1_Corn_2022_10_15_001,CORN,289,14.99,5.610,1.000,91.00,1151.6,On,10/15/2022,0.00,2,18.87,28.63,3.814,1840.6,14827,14235,264.76,254.20,6.952,10/15/2022
-93.53541570,44.07737780,127-134| 227-234,harvest_1_Corn_2022_10_15_001,CORN,290,14.99,5.610,1.000,91.00,1151.9,On,10/15/2022,0.00,2,18.98,28.97,3.790,1862.1,15000,14383,267.86,256.83,6.952,10/15/2022
-93.53539430,44.07737790,127-134| 227-234,harvest_1_Corn_2022_10_15_001,CORN,291,14.99,5.610,1.000,90.00,1151.9,On,10/15/2022,0.00,2,19.09,29.25,3.806,1880.2,15146,14503,270.46,258.97,6.952,10/15/2022
-93.53537300,44.07737800,127-134| 227-234,harvest_1_Corn_2022_10_15_001,CORN,292,14.99,5.610,1.000,90.00,1151.9,On,10/15/2022,0.00,2,19.15,29.04,3.784,1866.8,15038,14388,268.53,256.92,6.952,10/15/2022
-93.53535150,44.07737790,127-134| 227-234,harvest_1_Corn_2022_10_15_001,CORN,293,14.99,5.643,1.000,91.00,1151.9,On,10/15/2022,0.00,2,19.14,28.41,3.792,1826.5,14628,13997,261.21,249.94,6.992,10/15/2022
-93.53533000,44.07737760,127-134| 227-234,harvest_1_Corn_2022_10_15_001,CORN,294,14.99,5.643,1.000,91.00,1151.9,On,10/15/2022,0.00,2,19.12,27.77,3.802,1785.5,14299,13688,255.35,244.42,6.992,10/15/2022
-93.53530860,44.07737730,127-134| 227-234,harvest_1_Corn_2022_10_15_001,CORN,295,14.99,5.610,1.000,92.00,1151.9,On,10/15/2022,0.00,2,19.11,27.36,3.806,1758.6,14167,13561,252.97,242.17,6.952,10/15/2022
-93.53528710,44.07737720,127-134| 227-234,harvest_1_Corn_2022_10_15_001,CORN,296,14.99,5.676,1.000,91.00,1151.6,On,10/15/2022,0.00,2,19.13,26.97,3.798,1733.8,13805,13213,246.52,235.94,7.033,10/15/2022
-93.53526570,44.07737700,127-134| 227-234,harvest_1_Corn_2022_10_15_001,CORN,297,14.99,5.610,1.000,91.00,1151.6,On,10/15/2022,0.00,2,19.14,26.60,3.784,1710.3,13777,13184,246.02,235.43,6.952,10/15/2022
-93.53524430,44.07737670,127-134| 227-234,harvest_1_Corn_2022_10_15_001,CORN,298,14.99,5.610,1.000,91.00,1151.6,On,10/15/2022,0.00,2,19.14,26.54,3.776,1706.2,13745,13153,245.44,234.88,6.952,10/15/2022
-93.53522280,44.07737650,127-134| 227-234,harvest_1_Corn_2022_10_15_001,CORN,299,14.99,5.643,1.000,91.00,1151.6,On,10/15/2022,0.00,2,19.12,26.75,3.788,1719.7,13772,13182,245.93,235.39,6.992,10/15/2022
-93.53520130,44.07737620,127-134| 227-234,harvest_1_Corn_2022_10_15_001,CORN,300,14.99,5.610,1.000,91.00,1151.6,On,10/15/2022,0.00,2,19.14,27.28,3.780,1753.9,14129,13520,252.30,241.44,6.952,10/15/2022
-93.53517980,44.07737580,127-134| 227-234,harvest_1_Corn_2022_10_15_001,CORN,301,14.99,5.676,1.000,92.00,1151.6,On,10/15/2022,0.00,2,19.24,27.76,3.788,1784.8,14211,13583,253.78,242.55,7.033,10/15/2022
-93.53515830,44.07737540,127-134| 227-234,harvest_1_Corn_2022_10_15_001,CORN,302,14.99,5.643,1.000,92.00,1151.6,On,10/15/2022,0.00,2,19.33,28.12,3.784,1807.7,14477,13820,258.52,246.79,6.992,10/15/2022
-93.53513710,44.07737500,127-134| 227-234,harvest_1_Corn_2022_10_15_001,CORN,303,14.99,5.577,1.000,92.00,1151.6,On,10/15/2022,0.00,2,19.42,28.23,3.790,1815.0,14707,14024,262.63,250.43,6.911,10/15/2022
-93.53511580,44.07737500,127-134| 227-234,harvest_1_Corn_2022_10_15_001,CORN,304,14.99,5.577,1.000,91.00,1151.6,On,10/15/2022,0.00,2,19.53,28.50,3.778,1831.8,14843,14136,265.06,252.42,6.911,10/15/2022
-93.53509440,44.07737490,127-134| 227-234,harvest_1_Corn_2022_10_15_001,CORN,305,14.99,5.610,1.000,91.00,1151.6,On,10/15/2022,0.00,2,19.60,28.87,3.784,1856.0,14951,14225,266.99,254.02,6.952,10/15/2022
-93.53507320,44.07737470,127-134| 227-234,harvest_1_Corn_2022_10_15_001,CORN,306,14.99,5.545,1.000,92.00,1151.6,On,10/15/2022,0.00,2,19.81,29.12,3.776,1872.1,15260,14481,272.49,258.59,6.870,10/15/2022
-93.53505210,44.07737470,127-134| 227-234,harvest_1_Corn_2022_10_15_001,CORN,307,14.99,5.545,1.000,90.00,1151.7,On,10/15/2022,0.00,2,20.03,29.18,3.788,1876.2,15292,14472,273.08,258.43,6.870,10/15/2022
-93.53503080,44.07737460,127-134| 227-234,harvest_1_Corn_2022_10_15_001,CORN,308,14.99,5.610,1.000,91.00,1151.9,On,10/15/2022,0.00,2,20.18,29.27,3.786,1881.6,15157,14317,270.66,255.67,6.952,10/15/2022
-93.53500960,44.07737450,127-134| 227-234,harvest_1_Corn_2022_10_15_001,CORN,309,14.99,5.577,1.000,91.00,1151.9,On,10/15/2022,0.00,2,20.30,29.46,3.756,1893.6,15344,14472,274.00,258.43,6.911,10/15/2022
-93.53498850,44.07737440,127-134| 227-234,harvest_1_Corn_2022_10_15_001,CORN,310,14.99,5.545,1.000,91.00,1151.9,On,10/15/2022,0.00,2,20.38,29.46,3.788,1893.6,15435,14543,275.62,259.70,6.870,10/15/2022
-93.53496720,44.07737410,127-134| 227-234,harvest_1_Corn_2022_10_15_001,CORN,311,14.99,5.577,1.000,92.00,1151.9,On,10/15/2022,0.00,2,20.46,29.15,3.766,1874.2,15186,14295,271.18,255.27,6.911,10/15/2022
-93.53494580,44.07737400,127-134| 227-234,harvest_1_Corn_2022_10_15_001,CORN,312,14.99,5.610,1.000,90.00,1151.9,On,10/15/2022,0.00,2,20.52,28.92,3.780,1859.4,14978,14088,267.47,251.58,6.952,10/15/2022
-93.53492450,44.07737370,127-134| 227-234,harvest_1_Corn_2022_10_15_001,CORN,313,14.99,5.577,1.000,91.00,1151.9,On,10/15/2022,0.00,2,20.56,28.93,3.780,1860.1,15072,14170,269.14,253.04,6.911,10/15/2022
-93.53490330,44.07737330,127-134| 227-234,harvest_1_Corn_2022_10_15_001,CORN,314,14.99,5.545,1.000,92.00,1152.0,On,10/15/2022,0.00,2,20.48,28.89,3.792,1857.4,15139,14248,270.34,254.42,6.870,10/15/2022
-93.53488220,44.07737300,127-134| 227-234,harvest_1_Corn_2022_10_15_001,CORN,315,14.99,5.545,1.000,92.00,1152.2,On,10/15/2022,0.00,2,20.37,28.97,3.788,1862.1,15177,14302,271.03,255.40,6.870,10/15/2022
-93.53486100,44.07737290,127-134| 227-234,harvest_1_Corn_2022_10_15_001,CORN,316,14.99,5.545,1.000,91.00,1152.2,On,10/15/2022,0.00,2,20.26,29.10,3.790,1870.8,15249,14389,272.30,256.95,6.870,10/15/2022
-93.53483960,44.07737270,127-134| 227-234,harvest_1_Corn_2022_10_15_001,CORN,317,14.99,5.610,1.000,91.00,1152.2,On,10/15/2022,0.00,2,20.08,28.90,3.782,1858.0,14967,14156,267.28,252.78,6.952,10/15/2022
-93.53481840,44.07737250,127-134| 227-234,harvest_1_Corn_2022_10_15_001,CORN,318,14.99,5.577,1.000,92.00,1152.2,On,10/15/2022,0.00,2,19.96,28.58,3.790,1837.2,14887,14101,265.83,251.80,6.911,10/15/2022
-93.53479720,44.07737250,127-134| 227-234,harvest_1_Corn_2022_10_15_001,CORN,319,14.99,5.545,1.000,92.00,1152.4,On,10/15/2022,0.00,2,19.84,28.47,3.800,1830.5,14920,14153,266.43,252.74,6.870,10/15/2022
-93.53477610,44.07737240,127-134| 227-234,harvest_1_Corn_2022_10_15_001,CORN,320,14.99,5.545,1.000,91.00,1152.6,On,10/15/2022,0.00,2,19.74,28.45,3.816,1829.2,14909,14161,266.23,252.87,6.870,10/15/2022
-93.53475480,44.07737220,127-134| 227-234,harvest_1_Corn_2022_10_15_001,CORN,321,14.99,5.577,1.000,91.00,1152.6,On,10/15/2022,0.00,2,19.67,28.33,3.818,1821.1,14756,14027,263.50,250.49,6.911,10/15/2022
-93.53473360,44.07737220,127-134| 227-234,harvest_1_Corn_2022_10_15_001,CORN,322,14.99,5.545,1.000,90.00,1152.6,On,10/15/2022,0.00,2,19.57,28.27,3.800,1817.1,14811,14097,264.47,251.73,6.870,10/15/2022
-93.53471240,44.07737190,127-134| 227-234,harvest_1_Corn_2022_10_15_001,CORN,323,14.99,5.545,1.000,91.00,1152.9,On,10/15/2022,0.00,2,19.49,28.14,3.828,1809.0,14745,14049,263.30,250.87,6.870,10/15/2022
-93.53469110,44.07737170,127-134| 227-234,harvest_1_Corn_2022_10_15_001,CORN,324,14.99,5.577,1.000,91.00,1152.9,On,10/15/2022,0.00,2,19.44,27.88,3.826,1792.2,14522,13845,259.32,247.23,6.911,10/15/2022
